PeakID (cmd=annotatePeaks.pl /home/jerry/Documentos/Python3.10/prueba/datos/Sanchez_et_al_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Sanchez_et_al_peak_2184	chr6	146809033	146809163	+	65	NA	intron (NM_001289679, intron 2 of 14)	intron (NM_001289679, intron 2 of 14)	3568	NM_001289679	272322	Mm.333500	NM_172309	ENSMUSG00000040187	Arntl2	4632430A05Rik|BMAL2|CLIF|MOP9|bHLHe6	aryl hydrocarbon receptor nuclear translocator-like 2	protein-coding
Sanchez_et_al_peak_231	chr10	80982521	80982741	+	65	NA	intron (NM_001038655, intron 2 of 3)	intron (NM_001038655, intron 2 of 3)	18734	NM_001038655	14708	Mm.222496	NM_010319	ENSMUSG00000048240	Gng7	AI840417	guanine nucleotide binding protein (G protein), gamma 7	protein-coding
Sanchez_et_al_peak_54	chr1	86504230	86504452	+	65	NA	Intergenic	CpG	-22216	NM_001360831	19231	Mm.19187	NM_008972	ENSMUSG00000026238	Ptma	Thym	prothymosin alpha	protein-coding
Sanchez_et_al_peak_2404	chr8	24431570	24431687	+	65	NA	Intergenic	Intergenic	7318	NM_026931	69068	Mm.25775	NM_026931	ENSMUSG00000056313	Tcim	1110065B09Rik|1810011O10Rik|AW121743|AW321058	transcriptional and immune response regulator	protein-coding
Sanchez_et_al_peak_1300	chr19	23135726	23135951	+	65	NA	Intergenic	CpG	-5388	NM_010638	16601	Mm.291595	NM_010638	ENSMUSG00000033863	Klf9	2310051E17Rik|AA589643|BTEB-1|Bteb1|Gm9971	Kruppel-like factor 9	protein-coding
Sanchez_et_al_peak_238	chr10	83360009	83360270	+	65	NA	promoter-TSS (NM_026579)	promoter-TSS (NM_026579)	-82	NM_026579	28109	Mm.196210	NM_026579	ENSMUSG00000020255	D10Wsu102e	AI747614|C430041I18Rik	DNA segment, Chr 10, Wayne State University 102, expressed	protein-coding
Sanchez_et_al_peak_924	chr15	81964265	81964458	+	65	NA	Intergenic	Intergenic	-3431	NM_001282041	29858	Mm.18939	NM_013872	ENSMUSG00000022474	Pmm1	C77612	phosphomannomutase 1	protein-coding
Sanchez_et_al_peak_793	chr14	70443164	70443411	+	65	NA	promoter-TSS (NR_029802)	promoter-TSS (NR_029802)	-60	NM_001164082	67065	Mm.20420	NM_025945	ENSMUSG00000000776	Polr3d	2810426M17Rik|44kDa|AI326118|AW489084|BN51T|RPC4|TSBN51	polymerase (RNA) III (DNA directed) polypeptide D	protein-coding
Sanchez_et_al_peak_427	chr11	87442661	87442790	+	65	NA	intron (NM_031386, intron 2 of 30)	ID_B1|SINE|B4	15134	NM_001199293	83560	Mm.440758	NM_031386	ENSMUSG00000010342	Tex14	C85585	testis expressed gene 14	protein-coding
Sanchez_et_al_peak_101	chr1	143778019	143778233	+	65	NA	intron (NM_019562, intron 1 of 10)	intron (NM_019562, intron 1 of 10)	848	NM_019562	56207	Mm.261004	NM_019562	ENSMUSG00000018189	Uchl5	5830413B11Rik|Uch37	ubiquitin carboxyl-terminal esterase L5	protein-coding
Sanchez_et_al_peak_515	chr11	117139166	117139321	+	65	NA	intron (NM_001363165, intron 1 of 14)	intron (NM_001363165, intron 1 of 14)	3235	NM_001363165	74136	Mm.272312	NM_028777	ENSMUSG00000020823	Sec14l1	1200017E04Rik|2810012L19Rik|Naa-35	SEC14-like lipid binding 1	protein-coding
Sanchez_et_al_peak_2480	chr8	111695579	111695696	+	65	NA	Intergenic	L1MB4|LINE|L1	-4627	NM_025583	66473	Mm.34374	NM_025583	ENSMUSG00000031957	Ctrb1	2200008D09Rik|AI504462|Ctrb|Prt-2	chymotrypsinogen B1	protein-coding
Sanchez_et_al_peak_1091	chr17	26115698	26115825	+	65	NA	intron (NM_021793, intron 1 of 12)	intron (NM_021793, intron 1 of 12)	2445	NM_021793	60455	Mm.304656	NM_021793	ENSMUSG00000024180	Tmem8	AW490096|GPI-PLA2|M83|Pgap6|Rxylt1|Tmem8a	transmembrane protein 8	protein-coding
Sanchez_et_al_peak_735	chr13	119791496	119791708	+	65	NA	promoter-TSS (NM_001302550)	promoter-TSS (NM_001302550)	-480	NM_001302550	72465	Mm.139115	NM_028245	ENSMUSG00000094870	Zfp131	2610109I01Rik|AW558871|Znf131	zinc finger protein 131	protein-coding
Sanchez_et_al_peak_845	chr15	36794399	36794526	+	65	NA	promoter-TSS (NM_011740)	promoter-TSS (NM_011740)	76	NM_011740	22631	Mm.3360	NM_011740	ENSMUSG00000022285	Ywhaz	1110013I11Rik|14-3-3zeta|AI596267|AL022924|AU020854	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	protein-coding
Sanchez_et_al_peak_976	chr16	4719367	4719484	+	65	NA	promoter-TSS (NM_026393)	promoter-TSS (NM_026393)	-69	NM_026393	67824	Mm.28451	NM_026393	ENSMUSG00000063445	Nmral1	1110025F24Rik|AI256624	NmrA-like family domain containing 1	protein-coding
Sanchez_et_al_peak_1219	chr18	42261769	42261921	+	65	NA	intron (NM_134137, intron 1 of 31)	intron (NM_134137, intron 1 of 31)	280	NM_134137	107045	Mm.312170	NM_134137	ENSMUSG00000024493	Lars	2310045K21Rik|3110009L02Rik|AW536573|leuRS	leucyl-tRNA synthetase	protein-coding
Sanchez_et_al_peak_1745	chr4	115847687	115847858	+	65	NA	intron (NM_001285488, intron 2 of 13)	intron (NM_001285488, intron 2 of 13)	8551	NM_001369238	17346	Mm.209327	NM_021461	ENSMUSG00000028708	Mknk1	2410048M24Rik|Mnk1	MAP kinase-interacting serine/threonine kinase 1	protein-coding
Sanchez_et_al_peak_674	chr13	55105229	55105346	+	65	NA	promoter-TSS (NM_012017)	promoter-TSS (NM_012017)	-22	NM_012017	26919	Mm.22795	NM_012017	ENSMUSG00000021481	Zfp346	Jaz|Znf346	zinc finger protein 346	protein-coding
Sanchez_et_al_peak_1191	chr18	10957696	10957826	+	65	NA	Intergenic	Intergenic	-94749	NM_010258	14465	Mm.329287	NM_010258	ENSMUSG00000005836	Gata6	AA410133|GATA-6	GATA binding protein 6	protein-coding
Sanchez_et_al_peak_815	chr14	121166987	121167151	+	65	NA	intron (NM_134082, intron 2 of 26)	intron (NM_134082, intron 2 of 26)	-81637	NR_155502	320268	Mm.435974	NR_155502		B930095G15Rik	-	RIKEN cDNA B930095G15 gene	ncRNA
Sanchez_et_al_peak_805	chr14	101607845	101607965	+	65	NA	intron (NM_001081278, intron 1 of 18)	CpG	1286	NM_001081278	210789	Mm.320639	NM_173380	ENSMUSG00000033083	Tbc1d4	5930406J04Rik|A930035N22|AV295684|As160	TBC1 domain family, member 4	protein-coding
Sanchez_et_al_peak_2180	chr6	136913523	136913715	+	65	NA	intron (NM_026983, intron 3 of 6)	intron (NM_026983, intron 3 of 6)	8561	NM_026983	69187	Mm.33692	NM_026983	ENSMUSG00000030219	Erp27	1810033M07Rik|1810047B09Rik	endoplasmic reticulum protein 27	protein-coding
Sanchez_et_al_peak_1880	chr5	65764970	65765095	+	65	NA	intron (NM_001024917, intron 1 of 19)	intron (NM_001024917, intron 1 of 19)	1511	NM_001024917	333789	Mm.332398	NM_001024917	ENSMUSG00000037795	N4bp2	B3bp|E430014I16|Gm1791|Gm868	NEDD4 binding protein 2	protein-coding
Sanchez_et_al_peak_2657	chr9	124424538	124424818	+	65	NA	non-coding (NR_027950, exon 2 of 2)	non-coding (NR_027950, exon 2 of 2)	891	NR_102721	75135	Mm.476814	NR_015516		4930526I15Rik	1600027J15Rik	RIKEN cDNA 4930526I15 gene	ncRNA
Sanchez_et_al_peak_1255	chr18	82518172	82518516	+	65	NA	intron (NM_001025245, intron 2 of 3)	intron (NM_001025245, intron 2 of 3)	-36119	NM_001025256	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|jve|mld|shi	myelin basic protein	protein-coding
Sanchez_et_al_peak_20	chr1	37351465	37351630	+	65	NA	intron (NM_001290797, intron 1 of 25)	intron (NM_001290797, intron 1 of 25)	-17670	NM_001290798	269180	Mm.5294	NM_030266	ENSMUSG00000026113	Inpp4a	107kDa|9630012D15|D130048C09Rik|R74740	inositol polyphosphate-4-phosphatase, type I	protein-coding
Sanchez_et_al_peak_794	chr14	72748182	72748301	+	65	NA	Intergenic	RMER19B2|LTR|ERVK	-38238	NM_207636	319448	Mm.205421	NM_207636	ENSMUSG00000033487	Fndc3a	1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys	fibronectin type III domain containing 3A	protein-coding
Sanchez_et_al_peak_2578	chr9	63664675	63664889	+	65	NA	intron (NM_016769, intron 4 of 8)	intron (NM_016769, intron 4 of 8)	62136	NM_025857	66939	Mm.34338	NM_025857	ENSMUSG00000037257	Aagab	2310007F21Rik|p34	alpha- and gamma-adaptin binding protein	protein-coding
Sanchez_et_al_peak_2424	chr8	45627569	45627703	+	65	NA	promoter-TSS (NM_001310707)	promoter-TSS (NM_001310707)	-115	NM_001310707	234214	Mm.211096	NM_172752	ENSMUSG00000031626	Sorbs2	2010203O03Rik|9430041O17Rik|A530071H08|Argbp2|mKIAA0777|nArgBP2	sorbin and SH3 domain containing 2	protein-coding
Sanchez_et_al_peak_2259	chr7	46615809	46615927	+	65	NA	intron (NM_013789, intron 7 of 10)	MIR3|SINE|MIR	23939	NM_013789	27414	Mm.76659	NM_013789	ENSMUSG00000030839	Sergef	DelGEF|Gef|Gnef|Gnefr	secretion regulating guanine nucleotide exchange factor	protein-coding
Sanchez_et_al_peak_245	chr10	87857927	87858233	+	65	NA	promoter-TSS (NM_001314010)	promoter-TSS (NM_001314010)	-185	NM_001314010	16000	Mm.268521	NM_010512	ENSMUSG00000020053	Igf1	C730016P09Rik|Igf-1|Igf-I	insulin-like growth factor 1	protein-coding
Sanchez_et_al_peak_582	chr12	73550212	73550350	+	65	NA	intron (NR_044985, intron 3 of 3)	RLTR42-int|LTR|ERVK	1798	NR_044985	73644	Mm.369885	NR_044985	ENSMUSG00000113800	2210039B01Rik	-	RIKEN cDNA 2210039B01 gene	ncRNA
Sanchez_et_al_peak_329	chr11	24081999	24082123	+	65	NA	intron (NM_001159290, intron 1 of 4)	CpG	1366	NM_001159290	14025	Mm.53687	NM_016707	ENSMUSG00000000861	Bcl11a	2810047E18Rik|BCL-11A|Ctip1|D930021L15Rik|Evi9|Evi9a|Evi9b|Evi9c|mKIAA1809	B cell CLL/lymphoma 11A (zinc finger protein)	protein-coding
Sanchez_et_al_peak_385	chr11	72449264	72449381	+	65	NA	exon (NM_016776, exon 22 of 26)	exon (NM_016776, exon 22 of 26)	7995	NM_016776	18432	Mm.147946	NM_016776	ENSMUSG00000040463	Mybbp1a	AL024407|AU019902|P160|p160MBP|p67MBP	MYB binding protein (P160) 1a	protein-coding
Sanchez_et_al_peak_648	chr13	29938963	29939163	+	65	NA	intron (NM_010093, intron 1 of 6)	intron (NM_010093, intron 1 of 6)	45328	NM_001359994	13557	Mm.268356	NM_010093	ENSMUSG00000016477	E2f3	E2F3b|E2f3a	E2F transcription factor 3	protein-coding
Sanchez_et_al_peak_2472	chr8	105938404	105938590	+	65	NA	promoter-TSS (NM_013640)	promoter-TSS (NM_013640)	-105	NM_013640	19171	Mm.787	NM_013640	ENSMUSG00000031897	Psmb10	Mecl-1|Mecl1	proteasome (prosome, macropain) subunit, beta type 10	protein-coding
Sanchez_et_al_peak_1061	chr16	95928912	95929038	+	65	NA	intron (NR_040484, intron 1 of 3)	intron (NR_040484, intron 1 of 3)	102	NR_040484	69776	Mm.120470	NR_040484	ENSMUSG00000117232	1600002D24Rik	-	RIKEN cDNA 1600002D24 gene	ncRNA
Sanchez_et_al_peak_1450	chr2	91996172	91996308	+	65	NA	intron (NM_011957, intron 2 of 11)	intron (NM_011957, intron 2 of 11)	27930	NM_011957	26427	Mm.10353	NM_011957	ENSMUSG00000027230	Creb3l1	Oasis	cAMP responsive element binding protein 3-like 1	protein-coding
Sanchez_et_al_peak_747	chr14	25454164	25454312	+	65	NA	Intergenic	Intergenic	-4947	NM_183208	328365	Mm.227484	NM_183208	ENSMUSG00000007817	Zmiz1	BC065120|E330020C23|Gm10397|I920194n01|Rai17|Zimp10	zinc finger, MIZ-type containing 1	protein-coding
Sanchez_et_al_peak_2172	chr6	134443283	134443400	+	65	NA	Intergenic	Intergenic	28913	NM_001355686	66813	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding
Sanchez_et_al_peak_2093	chr6	86234104	86234248	+	65	NA	intron (NM_031199, intron 2 of 5)	intron (NM_031199, intron 2 of 5)	38949	NM_031199	21802	Mm.137222	NM_031199	ENSMUSG00000029999	Tgfa	wa-1|wa1	transforming growth factor alpha	protein-coding
Sanchez_et_al_peak_2193	chr7	6172192	6172315	+	65	NA	promoter-TSS (NM_028316)	promoter-TSS (NM_028316)	-260	NM_001146024	72667	Mm.274089	NM_028316	ENSMUSG00000044876	Zfp444	2810031J10Rik|6230401O10Rik|mFLJ00134	zinc finger protein 444	protein-coding
Sanchez_et_al_peak_2412	chr8	31168633	31169129	+	65	NA	promoter-TSS (NM_026453)	promoter-TSS (NM_026453)	-157	NM_026453	67920	Mm.289818	NM_026453	ENSMUSG00000031578	Mak16	2600016B03Rik|AI314911|Rbm13	MAK16 homolog	protein-coding
Sanchez_et_al_peak_300	chr11	5451828	5451954	+	65	NA	Intergenic	Intergenic	-7044	NM_001080924	407821	Mm.216313	NM_001080924	ENSMUSG00000041961	Znrf3	Gm1167	zinc and ring finger 3	protein-coding
Sanchez_et_al_peak_636	chr13	14063379	14063567	+	65	NA	promoter-TSS (NM_010282)	promoter-TSS (NM_010282)	15	NM_001331177	14593	Mm.148039	NM_010282	ENSMUSG00000021302	Ggps1	1810026C22Rik|9530089B04Rik|AI843169|C79210	geranylgeranyl diphosphate synthase 1	protein-coding
Sanchez_et_al_peak_2287	chr7	79471583	79471700	+	65	NA	Intergenic	B2_Mm2|SINE|B2	-5368	NM_001360095	18975	Mm.3616	NM_017462	ENSMUSG00000039176	Polg	AA409516|PolgA	polymerase (DNA directed), gamma	protein-coding
Sanchez_et_al_peak_917	chr15	79984326	79984443	+	65	NA	Intergenic	Intergenic	14642	NR_106072	102465699		NR_106072	ENSMUSG00000099222	Mir7213	Gm27377|mmu-mir-7213	microRNA 7213	ncRNA
Sanchez_et_al_peak_1714	chr4	49560078	49560234	+	65	NA	Intergenic	Intergenic	-10610	NM_144903	230163	Mm.482116	NM_144903	ENSMUSG00000028307	Aldob	Aldo-2|Aldo2|BC016435	aldolase B, fructose-bisphosphate	protein-coding
Sanchez_et_al_peak_269	chr10	117418892	117419025	+	65	NA	Intergenic	Intergenic	28477	NR_152734	102634600	Mm.399106	NR_152734	ENSMUSG00000112344	Gm32141	-	predicted gene, 32141	ncRNA
Sanchez_et_al_peak_67	chr1	91459405	91459570	+	65	NA	promoter-TSS (NM_011066)	promoter-TSS (NM_011066)	-159	NM_011066	18627	Mm.482463	NM_011066	ENSMUSG00000055866	Per2	mKIAA0347|mPer2	period circadian clock 2	protein-coding
Sanchez_et_al_peak_157	chr10	13375960	13376141	+	65	NA	intron (NM_001195065, intron 1 of 12)	intron (NM_001195065, intron 1 of 12)	12920	NM_001195066	215789	Mm.283359	NM_001033257	ENSMUSG00000062866	Phactr2	AV158170|BC012871	phosphatase and actin regulator 2	protein-coding
Sanchez_et_al_peak_1912	chr5	107900497	107900669	+	65	NA	promoter-TSS (NM_016980)	promoter-TSS (NM_016980)	55	NM_016980	100503670	Mm.277897	NM_016980	ENSMUSG00000058558	Rpl5	U21RNA	ribosomal protein L5	protein-coding
Sanchez_et_al_peak_1158	chr17	70853184	70853313	+	65	NA	intron (NM_001164074, intron 1 of 2)	CpG	284	NM_001164074	21815	Mm.101034	NM_009372	ENSMUSG00000047407	Tgif1	AA959811|AI462167|Tgif	TGFB-induced factor homeobox 1	protein-coding
Sanchez_et_al_peak_455	chr11	96955154	96955271	+	65	NA	intron (NM_001363226, intron 6 of 6)	PB1D10|SINE|Alu	11066	NR_003293	319371	Mm.436865	NR_003293	ENSMUSG00000078700	D030028A08Rik	-	RIKEN cDNA D030028A08 gene	ncRNA
Sanchez_et_al_peak_1134	chr17	46160365	46160482	+	65	NA	promoter-TSS (NM_001145979)	promoter-TSS (NM_001145979)	-609	NM_019581	56055	Mm.22147	NM_019581	ENSMUSG00000023952	Gtpbp2	nmf205	GTP binding protein 2	protein-coding
Sanchez_et_al_peak_1036	chr16	76370137	76370297	+	65	NA	intron (NM_173440, intron 1 of 3)	intron (NM_173440, intron 1 of 3)	2832	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
Sanchez_et_al_peak_514	chr11	117138429	117138637	+	65	NA	intron (NM_001363165, intron 1 of 14)	intron (NM_001363165, intron 1 of 14)	2525	NM_001363165	74136	Mm.272312	NM_028777	ENSMUSG00000020823	Sec14l1	1200017E04Rik|2810012L19Rik|Naa-35	SEC14-like lipid binding 1	protein-coding
Sanchez_et_al_peak_1729	chr4	86847299	86847440	+	65	NA	intron (NM_184088, intron 30 of 31)	intron (NM_184088, intron 30 of 31)	9998	NM_009096	20104	Mm.379007	NM_009096	ENSMUSG00000028495	Rps6	S6R	ribosomal protein S6	protein-coding
Sanchez_et_al_peak_2580	chr9	64173588	64173771	+	65	NA	promoter-TSS (NM_026507)	promoter-TSS (NM_026507)	292	NM_024212	67891	Mm.280083	NM_024212	ENSMUSG00000032399	Rpl4	2010004J23Rik	ribosomal protein L4	protein-coding
Sanchez_et_al_peak_1436	chr2	71805856	71805976	+	65	NA	intron (NM_008397, intron 1 of 25)	intron (NM_008397, intron 1 of 25)	18977	NM_008397	16403	Mm.225096	NM_008397	ENSMUSG00000027111	Itga6	5033401O05Rik|AI115430|Cd49f|VLA-6	integrin alpha 6	protein-coding
Sanchez_et_al_peak_1706	chr4	45107761	45107925	+	65	NA	intron (NM_001134646, intron 1 of 2)	CpG	270	NM_001099675	68512	Mm.282081	NM_001099675	ENSMUSG00000078713	Tomm5	1110019J04Rik|Tom5	translocase of outer mitochondrial membrane 5	protein-coding
Sanchez_et_al_peak_243	chr10	85917087	85917307	+	65	NA	promoter-TSS (NM_001302887)	promoter-TSS (NM_001302887)	-211	NM_001302886	72843	Mm.25307	NM_181650	ENSMUSG00000035529	Prdm4	1700031E19Rik|2810470D21Rik|AW552272|SC-1|SC1	PR domain containing 4	protein-coding
Sanchez_et_al_peak_270	chr10	117435436	117435586	+	65	NA	Intergenic	Intergenic	11924	NR_152734	102634600	Mm.399106	NR_152734	ENSMUSG00000112344	Gm32141	-	predicted gene, 32141	ncRNA
Sanchez_et_al_peak_898	chr15	76904122	76904281	+	65	NA	intron (NM_012053, intron 1 of 5)	CpG	130	NM_012053	26961	Mm.30066	NM_012053	ENSMUSG00000003970	Rpl8	-	ribosomal protein L8	protein-coding
Sanchez_et_al_peak_2547	chr9	43263373	43263500	+	65	NA	intron (NM_001243261, intron 1 of 2)	RSINE1|SINE|B4	3557	NM_001243261	235302	Mm.135745	NM_001243261		D630033O11Rik	Gm588	RIKEN cDNA D630033O11 gene	protein-coding
Sanchez_et_al_peak_696	chr13	76098170	76098324	+	65	NA	promoter-TSS (NM_001081352)	promoter-TSS (NM_001081352)	413	NM_029847	77041	Mm.196399	NM_029847	ENSMUSG00000021592	Arsk	2810429K17Rik|4833414G15Rik	arylsulfatase K	protein-coding
Sanchez_et_al_peak_1747	chr4	116246079	116246201	+	65	NA	intron (NM_001355586, intron 1 of 9)	B2_Mm1t|SINE|B2	23393	NM_001355586	18710	Mm.253819	NM_181585	ENSMUSG00000028698	Pik3r3	AA414954|p55|p55pik	phosphoinositide-3-kinase regulatory subunit 3	protein-coding
Sanchez_et_al_peak_1953	chr5	135108297	135108418	+	65	NA	intron (NR_152882, intron 1 of 16)	intron (NR_152882, intron 1 of 16)	1466	NM_021455	58805	Mm.34213	NM_021455	ENSMUSG00000005373	Mlxipl	ChREBP|Mlx|WS-bHLH|Wbscr14|bHLHd14	MLX interacting protein-like	protein-coding
Sanchez_et_al_peak_908	chr15	79132382	79132548	+	65	NA	intron (NM_177461, intron 15 of 15)	MIR3|SINE|MIR	8786	NM_001310579	27660	Mm.390827	NM_138581	ENSMUSG00000033029	1700088E04Rik	ESTJ0827E04	RIKEN cDNA 1700088E04 gene	protein-coding
Sanchez_et_al_peak_1130	chr17	42992038	42992177	+	65	NA	Intergenic	Intergenic	-24448	NM_178589	94185	Mm.200792	NM_178589	ENSMUSG00000023915	Tnfrsf21	AA959878|DR6|R74815|TR7	tumor necrosis factor receptor superfamily, member 21	protein-coding
Sanchez_et_al_peak_1924	chr5	115183522	115183639	+	65	NA	intron (NM_013879, intron 1 of 6)	intron (NM_013879, intron 1 of 6)	2541	NM_001310715	29867	Mm.38551	NM_013879	ENSMUSG00000029544	Cabp1	caldendrin	calcium binding protein 1	protein-coding
Sanchez_et_al_peak_2586	chr9	65824230	65824363	+	65	NA	intron (NM_172536, intron 1 of 9)	intron (NM_172536, intron 1 of 9)	3268	NM_172536	214812	Mm.139231	NM_172536	ENSMUSG00000040524	Zfp609	9830165N24|BC016271|Znf609|mKIAA0295	zinc finger protein 609	protein-coding
Sanchez_et_al_peak_2207	chr7	19724388	19724510	+	65	NA	3' UTR (NM_001159724, exon 6 of 6)	3' UTR (NM_001159724, exon 6 of 6)	-9020	NM_001109748	53333	Mm.61682	NM_016871	ENSMUSG00000002984	Tomm40	AW539759|Mom35|Tom40	translocase of outer mitochondrial membrane 40	protein-coding
Sanchez_et_al_peak_2624	chr9	96908849	96908992	+	65	NA	Intergenic	Intergenic	13305	NM_008907	268373	Mm.5246	NM_008907	ENSMUSG00000071866	Ppia	2700098C05|Cphn|CyP-18|CypA|SP18	peptidylprolyl isomerase A	protein-coding
Sanchez_et_al_peak_897	chr15	76900752	76900993	+	65	NA	exon (NM_025536, exon 2 of 2)	exon (NM_025536, exon 2 of 2)	931	NM_025536	66398	Mm.291716	NM_025536	ENSMUSG00000055041	Commd5	2310065H03Rik|AI854466|D15Ertd81e|Hcarg	COMM domain containing 5	protein-coding
Sanchez_et_al_peak_1596	chr3	85971775	85971892	+	65	NA	Intergenic	Intergenic	30698	NM_001001650	368202	Mm.253822	NM_001001650	ENSMUSG00000049013	Prss48	Esspl|Gm1019	protease, serine 48	protein-coding
Sanchez_et_al_peak_1737	chr4	107006309	107006438	+	65	NA	intron (NM_001355532, intron 1 of 14)	intron (NM_001355532, intron 1 of 14)	60493	NM_025500	56280	Mm.29517	NM_025500	ENSMUSG00000028622	Mrpl37	2300004O14Rik|AI132596|MRP-L2|Rpml2	mitochondrial ribosomal protein L37	protein-coding
Sanchez_et_al_peak_1407	chr2	32876747	32876867	+	65	NA	intron (NM_146119, intron 1 of 13)	intron (NM_146119, intron 1 of 13)	673	NM_146119	227737	Mm.301646	NM_146119	ENSMUSG00000026796	Fam129b	9130404D14Rik	family with sequence similarity 129, member B	protein-coding
Sanchez_et_al_peak_2511	chr8	126601054	126601186	+	65	NA	Intergenic	Intergenic	-7134	NM_001164598	270110	Mm.334918	NM_001164598	ENSMUSG00000051495	Irf2bp2	E130305N23Rik|IRF-2BP2	interferon regulatory factor 2 binding protein 2	protein-coding
Sanchez_et_al_peak_86	chr1	131716434	131716738	+	65	NA	Intergenic	Intergenic	-27436	NM_177243	320718	Mm.482704	NM_177243	ENSMUSG00000042268	Slc26a9	E030002L01Rik	solute carrier family 26, member 9	protein-coding
Sanchez_et_al_peak_2663	chrX	52369242	52369400	+	65	NA	intron (NM_016697, intron 5 of 7)	intron (NM_016697, intron 5 of 7)	8860	NR_105805	102465202		NR_105805	ENSMUSG00000105738	Mir6384	mmu-mir-6384	microRNA 6384	ncRNA
Sanchez_et_al_peak_266	chr10	111755288	111755433	+	65	NA	Intergenic	Intergenic	119016	NR_046029	629206	Mm.391444	NR_046029	ENSMUSG00000112533	Gm20758	-	predicted gene, 20758	ncRNA
Sanchez_et_al_peak_1976	chr5	144182660	144183042	+	65	NA	exon (NM_001081109, exon 12 of 14)	exon (NM_001081109, exon 12 of 14)	-7435	NM_010800	17341	Mm.386767	NM_010800	ENSMUSG00000052271	Bhlha15	1810009C13Rik|Bhlhb8|MIST-1|Mist1	basic helix-loop-helix family, member a15	protein-coding
Sanchez_et_al_peak_1335	chr19	45016354	45016499	+	65	NA	intron (NM_145503, intron 1 of 4)	intron (NM_145503, intron 1 of 4)	1216	NM_001130525	226154	Mm.28204	NM_145503	ENSMUSG00000035342	Lzts2	BC014695|LAPSER1|mKIAA1813	leucine zipper, putative tumor suppressor 2	protein-coding
Sanchez_et_al_peak_69	chr1	93512504	93512653	+	65	NA	intron (NM_145519, intron 1 of 26)	intron (NM_145519, intron 1 of 26)	474	NM_145519	227377	Mm.243091	NM_145519	ENSMUSG00000034066	Farp2	AI465173|BC009153|D030026M03Rik|Fir|mKIAA0793	FERM, RhoGEF and pleckstrin domain protein 2	protein-coding
Sanchez_et_al_peak_2616	chr9	88439062	88439236	+	65	NA	promoter-TSS (NM_172926)	promoter-TSS (NM_172926)	-220	NM_172926	244962	Mm.439873	NM_172926	ENSMUSG00000032422	Snx14	B830022K16|C330035N22Rik|YR-14	sorting nexin 14	protein-coding
Sanchez_et_al_peak_2346	chr7	127025262	127025393	+	65	NA	exon (NM_010772, exon 2 of 5)	exon (NM_010772, exon 2 of 5)	1152	NM_010772	17188	Mm.378964	NM_010772	ENSMUSG00000030678	Maz	MAZI|PUR1|Pur-1|SAF-1|SAF-2	MYC-associated zinc finger protein (purine-binding transcription factor)	protein-coding
Sanchez_et_al_peak_376	chr11	69409407	69409524	+	65	NA	intron (NM_001017426, intron 2 of 23)	intron (NM_001017426, intron 2 of 23)	6729	NM_001017426	216850	Mm.261201	NM_001017426	ENSMUSG00000018476	Kdm6b	1700064E03Rik|BC038313|Jmjd3	KDM1 lysine (K)-specific demethylase 6B	protein-coding
Sanchez_et_al_peak_935	chr15	88850458	88850666	+	65	NA	Intergenic	Intergenic	-11632	NM_145478	223775	Mm.400129	NM_145478	ENSMUSG00000035828	Pim3	BC026639|Kid1	proviral integration site 3	protein-coding
Sanchez_et_al_peak_2519	chr9	15501973	15502201	+	65	NA	intron (NM_001359604, intron 1 of 2)	intron (NM_001359604, intron 1 of 2)	-3408	NM_133214	170748	Mm.86572	NM_133214	ENSMUSG00000058173	Smco4	Fn5	single-pass membrane protein with coiled-coil domains 4	protein-coding
